,id,ico_id,ico_symbol,date,open,close,low,high,created_at,updated_at,volume,btc_open,btc_close,btc_low,btc_high,value_from_coinmarketcap,currency
925,100684,3306,ETH,2018-02-03 00:00:00,1017.5,911.9899902344,726.4299926758,1020.4799804688,2019-06-10 12:44:23,2019-06-10 12:44:23,,,,,,0,USD
926,100685,3306,ETH,2018-02-04 00:00:00,860.0,969.4000244141,841.6099853516,998.0,2019-06-10 12:44:23,2019-06-10 12:44:23,,,,,,0,USD
927,100686,3306,ETH,2018-02-05 00:00:00,969.3900146484,826.0,783.2700195312,970.4000244141,2019-06-10 12:44:23,2019-06-10 12:44:23,,,,,,0,USD
928,100687,3306,ETH,2018-02-06 00:00:00,826.0100097656,694.8499755859,614.0200195312,857.5,2019-06-10 12:44:23,2019-06-10 12:44:23,,,,,,0,USD
929,100688,3306,ETH,2018-02-07 00:00:00,693.5399780273,783.8300170898,555.5599975586,807.5,2019-06-10 12:44:23,2019-06-10 12:44:23,,,,,,0,USD
930,100689,3306,ETH,2018-02-08 00:00:00,783.8499755859,750.0399780273,718.0300292969,864.6799926758,2019-06-10 12:44:23,2019-06-10 12:44:23,,,,,,0,USD
1078,125153,3306,ETH,2018-02-09 00:00:00,750.049987793,812.0,747.8200073242,843.0,2019-06-17 16:54:31,2019-06-17 16:54:31,,,,,,0,USD
1079,125154,3306,ETH,2018-02-10 00:00:00,812.0,875.9899902344,780.0,879.200012207,2019-06-17 16:54:31,2019-06-17 16:54:31,,,,,,0,USD
1120,149269,3306,ETH,2018-02-11 00:00:00,875.9899902344,849.4699707031,815.0,908.7600097656,2019-06-19 08:25:04,2019-06-19 08:25:04,,,,,,0,USD
1121,149270,3306,ETH,2018-02-12 00:00:00,849.4600219727,811.3499755859,780.0,851.7700195312,2019-06-19 08:25:04,2019-06-19 08:25:04,,,,,,0,USD
1210,197675,3306,ETH,2018-02-13 00:00:00,810.9699707031,866.4000244141,810.1799926758,876.6099853516,2019-06-23 09:29:20,2019-06-23 09:29:20,,,,,,0,USD
1283,223131,3306,ETH,2018-02-14 00:00:00,866.450012207,839.8099975586,821.1099853516,869.2800292969,2019-06-24 16:46:59,2019-06-24 16:46:59,,,,,,0,USD
1284,223132,3306,ETH,2018-02-15 00:00:00,839.8300170898,919.0900268555,837.9699707031,922.0,2019-06-24 16:46:59,2019-06-24 16:46:59,,,,,,0,USD
1285,223133,3306,ETH,2018-02-16 00:00:00,919.1099853516,925.0200195312,903.0399780273,945.0,2019-06-24 16:46:59,2019-06-24 16:46:59,,,,,,0,USD
1286,223134,3306,ETH,2018-02-17 00:00:00,925.0300292969,937.3800048828,906.6599731445,944.0,2019-06-24 16:46:59,2019-06-24 16:46:59,,,,,,0,USD
1287,223135,3306,ETH,2018-02-18 00:00:00,937.3800048828,973.2800292969,933.1099853516,973.9699707031,2019-06-24 16:46:59,2019-06-24 16:46:59,,,,,,0,USD
1288,223136,3306,ETH,2018-02-19 00:00:00,973.2899780273,913.1799926758,901.0,979.0,2019-06-24 16:46:59,2019-06-24 16:46:59,,,,,,0,USD
1289,223137,3306,ETH,2018-02-20 00:00:00,913.1500244141,939.1900024414,907.2800292969,955.9899902344,2019-06-24 16:46:59,2019-06-24 16:46:59,,,,,,0,USD
1290,223138,3306,ETH,2018-02-21 00:00:00,939.1799926758,884.4899902344,874.1199951172,959.0,2019-06-24 16:46:59,2019-06-24 16:46:59,,,,,,0,USD
1291,223139,3306,ETH,2018-02-22 00:00:00,883.9099731445,837.7899780273,815.2899780273,903.3300170898,2019-06-24 16:46:59,2019-06-24 16:46:59,,,,,,0,USD
1634,272153,3306,ETH,2018-02-23 00:00:00,840.3099975586,806.0,790.0100097656,870.0,2019-07-01 16:25:43,2019-07-01 16:25:43,105229.0625,,,,,0,USD
1635,272154,3306,ETH,2018-02-24 00:00:00,806.0,854.0100097656,786.0,883.8900146484,2019-07-01 16:25:43,2019-07-01 16:25:43,105255.3359375,,,,,0,USD
1636,272155,3306,ETH,2018-02-25 00:00:00,853.8400268555,833.200012207,808.3699951172,874.6599731445,2019-07-01 16:25:43,2019-07-01 16:25:43,66452.7890625,,,,,0,USD
2457,294865,3306,ETH,2018-02-26 00:00:00,833.200012207,841.9600219727,816.8900146484,849.2600097656,2019-07-04 08:09:20,2019-07-04 08:09:20,39653.91796875,,,,,0,USD
2458,294866,3306,ETH,2018-02-27 00:00:00,841.9600219727,867.0900268555,835.0,877.5,2019-07-04 08:09:20,2019-07-04 08:09:20,67396.359375,,,,,0,USD
2459,294867,3306,ETH,2018-02-28 00:00:00,867.0999755859,871.5900268555,860.5,894.0,2019-07-04 08:09:20,2019-07-04 08:09:20,65129.73828125,,,,,0,USD
2460,294868,3306,ETH,2018-03-01 00:00:00,871.5900268555,849.9899902344,848.2100219727,887.5,2019-07-04 08:09:20,2019-07-04 08:09:20,60700.09765625,,,,,0,USD
5684,350481,3306,ETH,2018-03-02 00:00:00,849.9899902344,868.7399902344,845.5399780273,878.0,2019-07-08 16:24:13,2019-07-08 16:24:13,50253.3984375,,,,,0,USD
5685,350482,3306,ETH,2018-03-03 00:00:00,868.75,854.299987793,845.8499755859,873.1199951172,2019-07-08 16:24:13,2019-07-08 16:24:13,46204.53125,,,,,0,USD
5686,350483,3306,ETH,2018-03-04 00:00:00,854.3099975586,854.3400268555,851.0399780273,866.7199707031,2019-07-08 16:24:13,2019-07-08 16:24:13,35047.9453125,,,,,0,USD
5687,350484,3306,ETH,2018-03-05 00:00:00,854.3400268555,861.7399902344,836.299987793,865.0,2019-07-08 16:24:13,2019-07-08 16:24:13,36141.609375,,,,,0,USD
5688,350485,3306,ETH,2018-03-06 00:00:00,861.75,848.7600097656,848.7600097656,866.0,2019-07-08 16:24:13,2019-07-08 16:24:13,40934.89453125,,,,,0,USD
5689,350486,3306,ETH,2018-03-07 00:00:00,848.7600097656,815.4299926758,800.8900146484,849.9699707031,2019-07-08 16:24:13,2019-07-08 16:24:13,61444.109375,,,,,0,USD
5690,350487,3306,ETH,2018-03-08 00:00:00,815.4400024414,751.3800048828,724.0,825.0,2019-07-08 16:24:13,2019-07-08 16:24:13,138196.65625,,,,,0,USD
5691,350488,3306,ETH,2018-03-09 00:00:00,751.3800048828,698.8300170898,686.0,774.0,2019-07-08 16:24:13,2019-07-08 16:24:13,110792.078125,,,,,0,USD
5692,350489,3306,ETH,2018-03-10 00:00:00,698.8099975586,728.4600219727,641.5999755859,734.0,2019-07-08 16:24:13,2019-07-08 16:24:13,172507.765625,,,,,0,USD
5693,350490,3306,ETH,2018-03-11 00:00:00,728.4600219727,683.5999755859,680.200012207,749.0,2019-07-08 16:24:13,2019-07-08 16:24:13,69442.890625,,,,,0,USD
5694,350491,3306,ETH,2018-03-12 00:00:00,683.5999755859,719.7899780273,666.0,735.0,2019-07-08 16:24:13,2019-07-08 16:24:13,67837.1484375,,,,,0,USD
5695,350492,3306,ETH,2018-03-13 00:00:00,719.7899780273,696.5100097656,678.0,739.0,2019-07-08 16:24:13,2019-07-08 16:24:13,75998.3828125,,,,,0,USD
5696,350493,3306,ETH,2018-03-14 00:00:00,696.5100097656,690.3900146484,679.7800292969,713.450012207,2019-07-08 16:24:13,2019-07-08 16:24:13,64082.02734375,,,,,0,USD
5697,350494,3306,ETH,2018-03-15 00:00:00,690.3200073242,614.6300048828,585.5200195312,702.5,2019-07-08 16:24:13,2019-07-08 16:24:13,152695.71875,,,,,0,USD
5698,350495,3306,ETH,2018-03-16 00:00:00,614.6300048828,610.9899902344,571.1599731445,621.4699707031,2019-07-08 16:24:13,2019-07-08 16:24:13,148955.0,,,,,0,USD
5699,350496,3306,ETH,2018-03-17 00:00:00,611.0,600.5100097656,585.0,626.1300048828,2019-07-08 16:24:13,2019-07-08 16:24:13,88974.3671875,,,,,0,USD
5700,350497,3306,ETH,2018-03-18 00:00:00,600.5200195312,549.7899780273,541.1099853516,609.9400024414,2019-07-08 16:24:13,2019-07-08 16:24:13,105758.734375,,,,,0,USD
5701,350498,3306,ETH,2018-03-19 00:00:00,549.7899780273,538.0,450.0,587.7399902344,2019-07-08 16:24:13,2019-07-08 16:24:13,444933.1875,,,,,0,USD
5702,350499,3306,ETH,2018-03-20 00:00:00,538.0100097656,555.549987793,516.4000244141,560.9000244141,2019-07-08 16:24:13,2019-07-08 16:24:13,184968.078125,,,,,0,USD
5703,350500,3306,ETH,2018-03-21 00:00:00,555.4400024414,558.0,515.9699707031,567.0399780273,2019-07-08 16:24:13,2019-07-08 16:24:13,161074.046875,,,,,0,USD
5704,350501,3306,ETH,2018-03-22 00:00:00,558.0,559.9799804688,545.200012207,589.75,2019-07-08 16:24:13,2019-07-08 16:24:13,119339.328125,,,,,0,USD
15968,705053,3306,ETH,2018-03-23 00:00:00,528.6118164062,539.5192871094,525.0,542.7028808594,2019-08-14 18:45:31,2019-08-14 18:45:31,14938.4287109375,,,,,0,USD
16184,739960,3306,ETH,2018-03-24 00:00:00,538.5,542.1137695312,506.1000061035,543.9390869141,2019-08-19 09:53:20,2019-08-19 09:53:20,81636.2109375,,,,,0,USD
16185,739961,3306,ETH,2018-03-25 00:00:00,543.1137084961,520.1002197266,520.0,545.0,2019-08-19 09:53:20,2019-08-19 09:53:20,42096.7578125,,,,,0,USD
16223,813119,3306,ETH,2018-03-26 00:00:00,520.0001831055,523.1099853516,511.8172912598,535.0,2019-08-21 12:24:58,2019-08-21 12:24:58,40100.8984375,,,,,0,USD
16224,813120,3306,ETH,2018-03-27 00:00:00,523.5354003906,486.4559020996,467.4202880859,525.8676147461,2019-08-21 12:24:58,2019-08-21 12:24:58,81730.4375,,,,,0,USD
16225,813121,3306,ETH,2018-03-28 00:00:00,485.0741882324,448.0,445.366607666,492.7893981934,2019-08-21 12:24:58,2019-08-21 12:24:58,104617.859375,,,,,0,USD
16226,813122,3306,ETH,2018-03-29 00:00:00,448.4768981934,445.6336975098,440.0,464.9986877441,2019-08-21 12:24:58,2019-08-21 12:24:58,81940.8046875,,,,,0,USD
16227,813123,3306,ETH,2018-03-30 00:00:00,445.1434020996,383.9996032715,380.1122131348,449.1741943359,2019-08-21 12:24:58,2019-08-21 12:24:58,130387.7890625,,,,,0,USD
16228,813124,3306,ETH,2018-03-31 00:00:00,384.0,393.5,364.4295043945,412.0296936035,2019-08-21 12:24:58,2019-08-21 12:24:58,115580.609375,,,,,0,USD
16229,813125,3306,ETH,2018-04-01 00:00:00,393.587097168,393.8887939453,388.0223999023,418.9115905762,2019-08-21 12:24:58,2019-08-21 12:24:58,82488.8515625,,,,,0,USD
16230,813126,3306,ETH,2018-04-02 00:00:00,394.2580871582,379.3613891602,358.0960998535,399.0,2019-08-21 12:24:58,2019-08-21 12:24:58,92999.8359375,,,,,0,USD
16231,813127,3306,ETH,2018-04-03 00:00:00,378.5675964355,384.9999084473,375.200012207,394.0,2019-08-21 12:24:58,2019-08-21 12:24:58,59290.46484375,,,,,0,USD
16232,813128,3306,ETH,2018-04-04 00:00:00,384.9992980957,415.0,380.1000061035,418.2763061523,2019-08-21 12:24:58,2019-08-21 12:24:58,70382.046875,,,,,0,USD
16233,813129,3306,ETH,2018-04-05 00:00:00,414.2637939453,378.7373046875,370.0,416.0401000977,2019-08-21 12:24:58,2019-08-21 12:24:58,88635.5234375,,,,,0,USD
16234,813130,3306,ETH,2018-04-06 00:00:00,378.7373046875,381.3485107422,366.3847045898,386.8031005859,2019-08-21 12:24:58,2019-08-21 12:24:58,78180.78125,,,,,0,USD
16235,813131,3306,ETH,2018-04-07 00:00:00,381.945098877,369.8327026367,363.0100097656,410.0,2019-08-21 12:24:58,2019-08-21 12:24:58,62124.8984375,,,,,0,USD
16236,813132,3306,ETH,2018-04-08 00:00:00,369.8597106934,384.6012878418,368.4255981445,394.6871948242,2019-08-21 12:24:58,2019-08-21 12:24:58,52892.015625,,,,,0,USD
16237,813133,3306,ETH,2018-04-09 00:00:00,384.6014099121,400.0195007324,384.0176086426,406.0,2019-08-21 12:24:58,2019-08-21 12:24:58,53484.3515625,,,,,0,USD
16238,813134,3306,ETH,2018-04-10 00:00:00,400.0195007324,399.979309082,387.2553100586,431.670501709,2019-08-21 12:24:58,2019-08-21 12:24:58,89715.7578125,,,,,0,USD
16239,813135,3306,ETH,2018-04-11 00:00:00,399.3100891113,415.4511108398,391.3800048828,418.0,2019-08-21 12:24:58,2019-08-21 12:24:58,54636.28515625,,,,,0,USD
16240,813136,3306,ETH,2018-04-12 00:00:00,415.450012207,429.4107055664,410.3407897949,433.1947937012,2019-08-21 12:24:58,2019-08-21 12:24:58,57710.95703125,,,,,0,USD
16241,813137,3306,ETH,2018-04-13 00:00:00,429.3606872559,494.3999938965,413.0018005371,498.829498291,2019-08-21 12:24:58,2019-08-21 12:24:58,116707.5546875,,,,,0,USD
16242,813138,3306,ETH,2018-04-14 00:00:00,494.3999938965,494.6987915039,481.0718078613,529.0,2019-08-21 12:24:58,2019-08-21 12:24:58,124410.6640625,,,,,0,USD
16243,813139,3306,ETH,2018-04-15 00:00:00,494.6987915039,502.8999938965,486.2121887207,514.7854003906,2019-08-21 12:24:58,2019-08-21 12:24:58,84882.859375,,,,,0,USD
16244,813140,3306,ETH,2018-04-16 00:00:00,502.2323913574,533.0029907227,502.2323913574,534.0,2019-08-21 12:24:58,2019-08-21 12:24:58,76516.09375,,,,,0,USD
16245,813141,3306,ETH,2018-04-17 00:00:00,533.7315063477,511.2033081055,498.0104980469,537.9993286133,2019-08-21 12:24:58,2019-08-21 12:24:58,75831.7734375,,,,,0,USD
16246,813142,3306,ETH,2018-04-18 00:00:00,511.200012207,503.299987793,501.3460998535,521.0059204102,2019-08-21 12:24:58,2019-08-21 12:24:58,62523.19921875,,,,,0,USD
16247,813143,3306,ETH,2018-04-19 00:00:00,503.1211853027,525.7999267578,501.8800964355,527.4998779297,2019-08-21 12:24:58,2019-08-21 12:24:58,62632.0703125,,,,,0,USD
16248,813144,3306,ETH,2018-04-20 00:00:00,525.700012207,568.5396118164,521.0,570.0,2019-08-21 12:24:58,2019-08-21 12:24:58,82346.078125,,,,,0,USD
16249,813145,3306,ETH,2018-04-21 00:00:00,568.5394897461,616.5800170898,557.9403076172,621.0,2019-08-21 12:24:59,2019-08-21 12:24:59,113753.3203125,,,,,0,USD
16250,813146,3306,ETH,2018-04-22 00:00:00,616.5,604.7783203125,574.1304931641,624.6058959961,2019-08-21 12:24:59,2019-08-21 12:24:59,111949.4375,,,,,0,USD
16251,813147,3306,ETH,2018-04-23 00:00:00,604.826171875,620.919921875,590.6389770508,642.9135131836,2019-08-21 12:24:59,2019-08-21 12:24:59,90713.421875,,,,,0,USD
16252,813148,3306,ETH,2018-04-24 00:00:00,620.9199829102,644.4685058594,618.169128418,648.9000244141,2019-08-21 12:24:59,2019-08-21 12:24:59,86612.8125,,,,,0,USD
16253,813149,3306,ETH,2018-04-25 00:00:00,644.6165161133,702.5153808594,643.7000732422,713.0999145508,2019-08-21 12:24:59,2019-08-21 12:24:59,141221.078125,,,,,0,USD
16254,813150,3306,ETH,2018-04-26 00:00:00,702.6760253906,618.0153808594,596.0206298828,703.0,2019-08-21 12:24:59,2019-08-21 12:24:59,232045.921875,,,,,0,USD
16255,813151,3306,ETH,2018-04-27 00:00:00,617.2407836914,662.0,600.0100097656,666.0,2019-08-21 12:24:59,2019-08-21 12:24:59,138543.703125,,,,,0,USD
16256,813152,3306,ETH,2018-04-28 00:00:00,662.0,644.1965942383,641.0001220703,688.0,2019-08-21 12:24:59,2019-08-21 12:24:59,113200.484375,,,,,0,USD
16257,813153,3306,ETH,2018-04-29 00:00:00,644.0764160156,684.0626220703,640.0,694.9899902344,2019-08-21 12:24:59,2019-08-21 12:24:59,87888.234375,,,,,0,USD
16258,813154,3306,ETH,2018-04-30 00:00:00,683.7196044922,690.0,665.200012207,700.6273803711,2019-08-21 12:24:59,2019-08-21 12:24:59,99283.4921875,,,,,0,USD
16259,813155,3306,ETH,2018-05-01 00:00:00,690.0,670.9600219727,663.1900024414,694.8001708984,2019-08-21 12:24:59,2019-08-21 12:24:59,97811.296875,,,,,0,USD
16260,813156,3306,ETH,2018-05-02 00:00:00,670.6707763672,671.2614746094,628.5223999023,675.0625,2019-08-21 12:24:59,2019-08-21 12:24:59,99129.6484375,,,,,0,USD
16261,813157,3306,ETH,2018-05-03 00:00:00,671.2614746094,689.9896850586,663.5054931641,691.7645874023,2019-08-21 12:24:59,2019-08-21 12:24:59,110839.7890625,,,,,0,USD
16262,813158,3306,ETH,2018-05-04 00:00:00,689.9896850586,780.7924804688,686.7727050781,791.5451049805,2019-08-21 12:24:59,2019-08-21 12:24:59,205764.421875,,,,,0,USD
16263,813159,3306,ETH,2018-05-05 00:00:00,780.0200195312,785.8519897461,759.124206543,811.3121948242,2019-08-21 12:24:59,2019-08-21 12:24:59,201162.90625,,,,,0,USD
16264,813160,3306,ETH,2018-05-06 00:00:00,785.8869018555,820.6306152344,782.0399780273,831.9598999023,2019-08-21 12:24:59,2019-08-21 12:24:59,174415.609375,,,,,0,USD
16265,813161,3306,ETH,2018-05-07 00:00:00,820.4013061523,794.9880981445,754.4902954102,841.2532958984,2019-08-21 12:24:59,2019-08-21 12:24:59,197317.8125,,,,,0,USD
16266,813162,3306,ETH,2018-05-08 00:00:00,794.9483032227,752.2205810547,701.2199707031,798.9000244141,2019-08-21 12:24:59,2019-08-21 12:24:59,260610.0625,,,,,0,USD
16267,813163,3306,ETH,2018-05-09 00:00:00,752.2006835938,748.0,720.5399780273,777.0,2019-08-21 12:24:59,2019-08-21 12:24:59,181842.609375,,,,,0,USD
16268,813164,3306,ETH,2018-05-10 00:00:00,747.9799194336,752.9000854492,710.7399902344,760.7199707031,2019-08-21 12:24:59,2019-08-21 12:24:59,183540.171875,,,,,0,USD
16269,813165,3306,ETH,2018-05-11 00:00:00,752.8598022461,723.2603149414,722.0200195312,769.0,2019-08-21 12:24:59,2019-08-21 12:24:59,206682.140625,,,,,0,USD
16270,813166,3306,ETH,2018-05-12 00:00:00,724.4182739258,677.6068115234,665.200012207,737.8563232422,2019-08-21 12:24:59,2019-08-21 12:24:59,264590.84375,,,,,0,USD
16271,813167,3306,ETH,2018-05-13 00:00:00,677.6068115234,682.6918945312,631.0,689.5858154297,2019-08-21 12:24:59,2019-08-21 12:24:59,301761.4375,,,,,0,USD
16272,813168,3306,ETH,2018-05-14 00:00:00,682.7636108398,729.7747192383,667.3059082031,740.5126953125,2019-08-21 12:24:59,2019-08-21 12:24:59,209365.8125,,,,,0,USD
16273,813169,3306,ETH,2018-05-15 00:00:00,728.7202758789,727.7614135742,685.9000244141,741.9229125977,2019-08-21 12:24:59,2019-08-21 12:24:59,253689.078125,,,,,0,USD
16274,813170,3306,ETH,2018-05-16 00:00:00,726.3331298828,706.462890625,695.1400146484,739.799987793,2019-08-21 12:24:59,2019-08-21 12:24:59,239239.015625,,,,,0,USD
16275,813171,3306,ETH,2018-05-17 00:00:00,706.4630126953,706.4191894531,675.0,711.4699707031,2019-08-21 12:24:59,2019-08-21 12:24:59,195577.015625,,,,,0,USD
16276,813172,3306,ETH,2018-05-18 00:00:00,706.12109375,668.1201782227,661.5999755859,720.0,2019-08-21 12:24:59,2019-08-21 12:24:59,177800.875,,,,,0,USD
16277,813173,3306,ETH,2018-05-19 00:00:00,668.1799926758,692.7592163086,656.111328125,694.8800048828,2019-08-21 12:24:59,2019-08-21 12:24:59,172053.21875,,,,,0,USD
16278,813174,3306,ETH,2018-05-20 00:00:00,692.6995239258,696.7023925781,681.4000244141,717.9998779297,2019-08-21 12:24:59,2019-08-21 12:24:59,159163.203125,,,,,0,USD
16279,813175,3306,ETH,2018-05-21 00:00:00,696.0582885742,716.5100097656,688.0399780273,723.8657836914,2019-08-21 12:24:59,2019-08-21 12:24:59,127309.6796875,,,,,0,USD
16280,813176,3306,ETH,2018-05-22 00:00:00,716.5100097656,696.4099121094,688.0,719.7551879883,2019-08-21 12:24:59,2019-08-21 12:24:59,126938.296875,,,,,0,USD
16281,813177,3306,ETH,2018-05-23 00:00:00,696.4652709961,641.1101074219,638.3643188477,736.0,2019-08-21 12:24:59,2019-08-21 12:24:59,156799.3125,,,,,0,USD
16282,813178,3306,ETH,2018-05-24 00:00:00,641.0883789062,576.7133178711,550.0,650.0988769531,2019-08-21 12:24:59,2019-08-21 12:24:59,217790.09375,,,,,0,USD
16283,813179,3306,ETH,2018-05-25 00:00:00,575.7506713867,602.2642211914,546.7814941406,609.9904174805,2019-08-21 12:24:59,2019-08-21 12:24:59,242757.0,,,,,0,USD
16284,813180,3306,ETH,2018-05-26 00:00:00,602.0523071289,585.3596191406,568.4481811523,618.0,2019-08-21 12:24:59,2019-08-21 12:24:59,206687.28125,,,,,0,USD
16285,813181,3306,ETH,2018-05-27 00:00:00,585.0200195312,586.1995239258,579.0,606.9799804688,2019-08-21 12:24:59,2019-08-21 12:24:59,140318.640625,,,,,0,USD
16286,813182,3306,ETH,2018-05-28 00:00:00,586.2012939453,570.9489746094,556.6666870117,593.9000244141,2019-08-21 12:24:59,2019-08-21 12:24:59,156595.015625,,,,,0,USD
16287,813183,3306,ETH,2018-05-29 00:00:00,571.2800292969,511.9910888672,507.1948852539,575.9799804688,2019-08-21 12:24:59,2019-08-21 12:24:59,222697.21875,,,,,0,USD
16288,813184,3306,ETH,2018-05-30 00:00:00,512.0,566.7600097656,510.6180114746,573.3016967773,2019-08-21 12:24:59,2019-08-21 12:24:59,240600.390625,,,,,0,USD
16289,813185,3306,ETH,2018-05-31 00:00:00,566.7963867188,557.7590942383,541.7709960938,585.6599731445,2019-08-21 12:24:59,2019-08-21 12:24:59,224569.828125,,,,,0,USD
16290,813186,3306,ETH,2018-06-01 00:00:00,557.7590942383,577.5477905273,553.4351196289,586.9000244141,2019-08-21 12:24:59,2019-08-21 12:24:59,172372.046875,,,,,0,USD
16291,813187,3306,ETH,2018-06-02 00:00:00,577.6273803711,578.9176025391,565.5942993164,589.9188232422,2019-08-21 12:24:59,2019-08-21 12:24:59,156916.828125,,,,,0,USD
16292,813188,3306,ETH,2018-06-03 00:00:00,578.6774902344,591.0200195312,573.2213745117,599.6799926758,2019-08-21 12:24:59,2019-08-21 12:24:59,153762.90625,,,,,0,USD
16293,813189,3306,ETH,2018-06-04 00:00:00,591.0250244141,619.8021240234,590.1245117188,630.0,2019-08-21 12:24:59,2019-08-21 12:24:59,140575.734375,,,,,0,USD
16294,813190,3306,ETH,2018-06-05 00:00:00,619.0,591.4699707031,580.3709716797,625.7393188477,2019-08-21 12:24:59,2019-08-21 12:24:59,146940.609375,,,,,0,USD
16295,813191,3306,ETH,2018-06-06 00:00:00,591.1213989258,609.8964233398,557.1832885742,633.0,2019-08-21 12:24:59,2019-08-21 12:24:59,157174.6875,,,,,0,USD
16296,813192,3306,ETH,2018-06-07 00:00:00,609.8800048828,607.2233886719,593.301574707,612.5744018555,2019-08-21 12:24:59,2019-08-21 12:24:59,156767.84375,,,,,0,USD
24866,971186,3306,ETH,2018-06-08 00:00:00,606.6799926758,604.8200073242,598.2399902344,618.0,2019-10-19 00:03:02,2019-10-19 00:03:02,60177.0625,,,,,0,USD
24925,1054917,3306,ETH,2018-06-09 00:00:00,604.8099975586,598.6799926758,593.3300170898,608.450012207,2019-10-20 00:01:54,2019-10-20 00:01:54,49208.30078125,,,,,0,USD
25302,1097218,3306,ETH,2018-06-10 00:00:00,599.2899780273,592.8599853516,591.0,608.9699707031,2019-10-21 00:01:54,2019-10-21 00:01:54,38901.78125,,,,,0,USD
25827,1138726,3306,ETH,2018-06-11 00:00:00,592.8599853516,524.1300048828,501.1300048828,592.8699951172,2019-10-22 00:02:00,2019-10-22 00:02:00,190347.59375,,,,,0,USD
25828,1138727,3306,ETH,2018-06-12 00:00:00,524.1300048828,531.6900024414,508.6600036621,535.5100097656,2019-10-22 00:02:00,2019-10-22 00:02:00,145808.875,,,,,0,USD
25829,1138728,3306,ETH,2018-06-13 00:00:00,531.0800170898,493.0,482.0,538.8800048828,2019-10-22 00:02:00,2019-10-22 00:02:00,158218.203125,,,,,0,USD
25830,1138729,3306,ETH,2018-06-14 00:00:00,493.0,475.4700012207,449.0599975586,501.9700012207,2019-10-22 00:02:00,2019-10-22 00:02:00,181733.546875,,,,,0,USD
25831,1138730,3306,ETH,2018-06-15 00:00:00,475.450012207,519.700012207,460.0,529.0,2019-10-22 00:02:00,2019-10-22 00:02:00,206059.171875,,,,,0,USD
25832,1138731,3306,ETH,2018-06-16 00:00:00,519.7199707031,487.4800109863,481.6199951172,521.0,2019-10-22 00:02:00,2019-10-22 00:02:00,160404.375,,,,,0,USD
25833,1138732,3306,ETH,2018-06-17 00:00:00,487.4700012207,496.7399902344,483.7200012207,503.2799987793,2019-10-22 00:02:00,2019-10-22 00:02:00,131094.203125,,,,,0,USD
25834,1138733,3306,ETH,2018-06-18 00:00:00,496.450012207,497.1600036621,492.700012207,507.6000061035,2019-10-22 00:02:00,2019-10-22 00:02:00,117321.203125,,,,,0,USD
25835,1138734,3306,ETH,2018-06-19 00:00:00,497.1700134277,517.950012207,487.2699890137,524.4799804688,2019-10-22 00:02:00,2019-10-22 00:02:00,143820.1875,,,,,0,USD
25836,1138735,3306,ETH,2018-06-20 00:00:00,517.950012207,537.9699707031,510.0100097656,548.200012207,2019-10-22 00:02:00,2019-10-22 00:02:00,148146.796875,,,,,0,USD
25837,1138736,3306,ETH,2018-06-21 00:00:00,537.6799926758,536.4899902344,515.0800170898,542.0200195312,2019-10-22 00:02:00,2019-10-22 00:02:00,123887.3828125,,,,,0,USD
25838,1138737,3306,ETH,2018-06-22 00:00:00,536.3400268555,526.0200195312,521.1099853516,544.9799804688,2019-10-22 00:02:00,2019-10-22 00:02:00,79556.203125,,,,,0,USD
25839,1138738,3306,ETH,2018-06-23 00:00:00,526.3200073242,462.0899963379,450.0,526.4400024414,2019-10-22 00:02:00,2019-10-22 00:02:00,212634.0,,,,,0,USD
25840,1138739,3306,ETH,2018-06-24 00:00:00,462.3999938965,473.4100036621,455.0,481.0,2019-10-22 00:02:00,2019-10-22 00:02:00,94463.8203125,,,,,0,USD
25841,1138740,3306,ETH,2018-06-25 00:00:00,473.3999938965,454.2900085449,419.5299987793,475.8099975586,2019-10-22 00:02:00,2019-10-22 00:02:00,198174.40625,,,,,0,USD
25842,1138741,3306,ETH,2018-06-26 00:00:00,454.2900085449,458.700012207,444.3699951172,474.4700012207,2019-10-22 00:02:00,2019-10-22 00:02:00,122902.21875,,,,,0,USD
25843,1138742,3306,ETH,2018-06-27 00:00:00,459.0400085449,429.3200073242,429.0,460.8099975586,2019-10-22 00:02:00,2019-10-22 00:02:00,92987.1796875,,,,,0,USD
25844,1138743,3306,ETH,2018-06-28 00:00:00,429.3200073242,441.6400146484,420.1900024414,445.950012207,2019-10-22 00:02:00,2019-10-22 00:02:00,104919.3359375,,,,,0,USD
25845,1138744,3306,ETH,2018-06-29 00:00:00,441.3599853516,420.4800109863,416.450012207,443.9599914551,2019-10-22 00:02:00,2019-10-22 00:02:00,112014.96875,,,,,0,USD
25846,1138745,3306,ETH,2018-06-30 00:00:00,420.2300109863,434.6000061035,404.4800109863,442.0,2019-10-22 00:02:00,2019-10-22 00:02:00,158965.1875,,,,,0,USD
25847,1138746,3306,ETH,2018-07-01 00:00:00,434.6099853516,454.0899963379,434.5100097656,463.1499938965,2019-10-22 00:02:00,2019-10-22 00:02:00,155158.21875,,,,,0,USD
25848,1138747,3306,ETH,2018-07-02 00:00:00,454.0899963379,452.1000061035,443.7300109863,457.7699890137,2019-10-22 00:02:00,2019-10-22 00:02:00,111203.75,,,,,0,USD
