,id,ico_id,ico_symbol,date,open,close,low,high,created_at,updated_at,volume,btc_open,btc_close,btc_low,btc_high,value_from_coinmarketcap,currency
25849,1138748,3306,ETH,2018-07-03 00:00:00,452.1400146484,476.25,444.1600036621,481.8299865723,2019-10-22 00:02:00,2019-10-22 00:02:00,182584.421875,,,,,0,USD
25850,1138749,3306,ETH,2018-07-04 00:00:00,476.3200073242,461.75,457.0,486.9800109863,2019-10-22 00:02:00,2019-10-22 00:02:00,186903.859375,,,,,0,USD
25851,1138750,3306,ETH,2018-07-05 00:00:00,461.7399902344,467.3800048828,458.0199890137,482.700012207,2019-10-22 00:02:00,2019-10-22 00:02:00,101840.671875,,,,,0,USD
25852,1138751,3306,ETH,2018-07-06 00:00:00,467.1900024414,467.8699951172,458.799987793,480.0,2019-10-22 00:02:00,2019-10-22 00:02:00,125721.296875,,,,,0,USD
25853,1138752,3306,ETH,2018-07-07 00:00:00,467.7900085449,470.4700012207,451.2900085449,476.0,2019-10-22 00:02:00,2019-10-22 00:02:00,98041.2265625,,,,,0,USD
25854,1138753,3306,ETH,2018-07-08 00:00:00,470.4800109863,486.0,461.5,487.9899902344,2019-10-22 00:02:00,2019-10-22 00:02:00,83645.84375,,,,,0,USD
25855,1138754,3306,ETH,2018-07-09 00:00:00,486.0,486.7699890137,482.049987793,495.9800109863,2019-10-22 00:02:00,2019-10-22 00:02:00,144688.953125,,,,,0,USD
25856,1138755,3306,ETH,2018-07-10 00:00:00,486.549987793,471.7099914551,468.200012207,488.9800109863,2019-10-22 00:02:00,2019-10-22 00:02:00,89520.0,,,,,0,USD
25857,1138756,3306,ETH,2018-07-11 00:00:00,471.7300109863,432.4800109863,427.6900024414,473.2300109863,2019-10-22 00:02:00,2019-10-22 00:02:00,172891.296875,,,,,0,USD
25858,1138757,3306,ETH,2018-07-12 00:00:00,432.549987793,444.9899902344,424.200012207,452.6900024414,2019-10-22 00:02:00,2019-10-22 00:02:00,157781.375,,,,,0,USD
25859,1138758,3306,ETH,2018-07-13 00:00:00,444.9899902344,431.1499938965,416.9400024414,445.3599853516,2019-10-22 00:02:00,2019-10-22 00:02:00,181880.125,,,,,0,USD
25860,1138759,3306,ETH,2018-07-14 00:00:00,431.1499938965,432.4599914551,424.6199951172,442.4700012207,2019-10-22 00:02:00,2019-10-22 00:02:00,150139.75,,,,,0,USD
25861,1138760,3306,ETH,2018-07-15 00:00:00,432.4299926758,433.1900024414,428.2600097656,440.0,2019-10-22 00:02:00,2019-10-22 00:02:00,122253.640625,,,,,0,USD
25862,1138761,3306,ETH,2018-07-16 00:00:00,433.200012207,449.799987793,430.5199890137,455.0,2019-10-22 00:02:00,2019-10-22 00:02:00,140417.5625,,,,,0,USD
25863,1138762,3306,ETH,2018-07-17 00:00:00,449.7699890137,478.5,444.0299987793,480.5700073242,2019-10-22 00:02:00,2019-10-22 00:02:00,172404.078125,,,,,0,USD
25864,1138763,3306,ETH,2018-07-18 00:00:00,478.5899963379,498.8900146484,465.2900085449,512.0,2019-10-22 00:02:00,2019-10-22 00:02:00,215307.734375,,,,,0,USD
25865,1138764,3306,ETH,2018-07-19 00:00:00,498.8900146484,479.3999938965,468.0100097656,515.4699707031,2019-10-22 00:02:00,2019-10-22 00:02:00,236114.03125,,,,,0,USD
25866,1138765,3306,ETH,2018-07-20 00:00:00,479.3999938965,468.5700073242,462.5700073242,484.1499938965,2019-10-22 00:02:00,2019-10-22 00:02:00,171220.53125,,,,,0,USD
25867,1138766,3306,ETH,2018-07-21 00:00:00,468.700012207,449.0400085449,440.0,471.0199890137,2019-10-22 00:02:00,2019-10-22 00:02:00,160838.078125,,,,,0,USD
25868,1138767,3306,ETH,2018-07-22 00:00:00,449.2399902344,460.2300109863,441.1799926758,468.9700012207,2019-10-22 00:02:00,2019-10-22 00:02:00,74260.46875,,,,,0,USD
25869,1138768,3306,ETH,2018-07-23 00:00:00,460.2300109863,457.4700012207,454.1900024414,472.200012207,2019-10-22 00:02:00,2019-10-22 00:02:00,60683.98828125,,,,,0,USD
25870,1138769,3306,ETH,2018-07-24 00:00:00,457.4700012207,450.049987793,447.1099853516,469.8200073242,2019-10-22 00:02:00,2019-10-22 00:02:00,106542.890625,,,,,0,USD
25871,1138770,3306,ETH,2018-07-25 00:00:00,450.049987793,479.0,448.4700012207,484.2699890137,2019-10-22 00:02:00,2019-10-22 00:02:00,158185.65625,,,,,0,USD
25872,1138771,3306,ETH,2018-07-26 00:00:00,479.0,472.1000061035,464.0,485.7699890137,2019-10-22 00:02:00,2019-10-22 00:02:00,170439.25,,,,,0,USD
25873,1138772,3306,ETH,2018-07-27 00:00:00,472.1099853516,462.6400146484,460.0,485.0,2019-10-22 00:02:00,2019-10-22 00:02:00,173955.84375,,,,,0,USD
25874,1138773,3306,ETH,2018-07-28 00:00:00,462.1700134277,470.0899963379,455.8399963379,474.0,2019-10-22 00:02:00,2019-10-22 00:02:00,198314.96875,,,,,0,USD
25875,1138774,3306,ETH,2018-07-29 00:00:00,470.0899963379,469.2900085449,460.8200073242,472.0,2019-10-22 00:02:00,2019-10-22 00:02:00,156838.265625,,,,,0,USD
25876,1138775,3306,ETH,2018-07-30 00:00:00,468.4400024414,466.3999938965,461.6000061035,472.0,2019-10-22 00:02:00,2019-10-22 00:02:00,138745.4375,,,,,0,USD
25877,1138776,3306,ETH,2018-07-31 00:00:00,466.3999938965,456.2300109863,446.1000061035,469.7900085449,2019-10-22 00:02:00,2019-10-22 00:02:00,179576.5625,,,,,0,USD
25878,1138777,3306,ETH,2018-08-01 00:00:00,456.1900024414,431.950012207,427.0,457.299987793,2019-10-22 00:02:00,2019-10-22 00:02:00,214911.984375,,,,,0,USD
25879,1138778,3306,ETH,2018-08-02 00:00:00,431.9599914551,420.4100036621,406.549987793,434.9899902344,2019-10-22 00:02:00,2019-10-22 00:02:00,209564.75,,,,,0,USD
25880,1138779,3306,ETH,2018-08-03 00:00:00,420.3699951172,410.7200012207,407.4299926758,425.5199890137,2019-10-22 00:02:00,2019-10-22 00:02:00,177544.515625,,,,,0,USD
25881,1138780,3306,ETH,2018-08-04 00:00:00,410.6300048828,417.5599975586,396.6099853516,420.0100097656,2019-10-22 00:02:00,2019-10-22 00:02:00,201176.796875,,,,,0,USD
25882,1138781,3306,ETH,2018-08-05 00:00:00,417.5199890137,407.2099914551,401.8599853516,419.5299987793,2019-10-22 00:02:00,2019-10-22 00:02:00,179466.75,,,,,0,USD
25883,1138782,3306,ETH,2018-08-06 00:00:00,407.2099914551,408.7600097656,400.1600036621,413.2399902344,2019-10-22 00:02:00,2019-10-22 00:02:00,158913.9375,,,,,0,USD
25884,1138783,3306,ETH,2018-08-07 00:00:00,408.7900085449,405.2799987793,397.0799865723,413.2799987793,2019-10-22 00:02:00,2019-10-22 00:02:00,166495.15625,,,,,0,USD
25885,1138784,3306,ETH,2018-08-08 00:00:00,405.1900024414,378.2099914551,369.1900024414,412.7600097656,2019-10-22 00:02:00,2019-10-22 00:02:00,207701.578125,,,,,0,USD
25886,1138785,3306,ETH,2018-08-09 00:00:00,378.200012207,355.4800109863,347.25,380.4200134277,2019-10-22 00:02:00,2019-10-22 00:02:00,275045.5,,,,,0,USD
25887,1138786,3306,ETH,2018-08-10 00:00:00,355.4800109863,363.299987793,350.5100097656,369.8999938965,2019-10-22 00:02:00,2019-10-22 00:02:00,244245.59375,,,,,0,USD
25888,1138787,3306,ETH,2018-08-11 00:00:00,363.2099914551,331.8900146484,325.950012207,365.8699951172,2019-10-22 00:02:00,2019-10-22 00:02:00,264279.0,,,,,0,USD
25889,1138788,3306,ETH,2018-08-12 00:00:00,331.8900146484,317.5,304.450012207,332.9800109863,2019-10-22 00:02:00,2019-10-22 00:02:00,335629.90625,,,,,0,USD
25890,1138789,3306,ETH,2018-08-13 00:00:00,317.5,317.8900146484,313.4200134277,327.1300048828,2019-10-22 00:02:00,2019-10-22 00:02:00,135522.53125,,,,,0,USD
25891,1138790,3306,ETH,2018-08-14 00:00:00,317.9599914551,283.8099975586,280.6799926758,321.9899902344,2019-10-22 00:02:00,2019-10-22 00:02:00,307703.90625,,,,,0,USD
25892,1138791,3306,ETH,2018-08-15 00:00:00,283.8099975586,278.4100036621,250.0,283.8099975586,2019-10-22 00:02:01,2019-10-22 00:02:01,485166.0625,,,,,0,USD
25893,1138792,3306,ETH,2018-08-16 00:00:00,278.4700012207,281.4599914551,276.299987793,304.450012207,2019-10-22 00:02:01,2019-10-22 00:02:01,438608.0625,,,,,0,USD
25894,1138793,3306,ETH,2018-08-17 00:00:00,281.0899963379,286.8399963379,277.549987793,298.6000061035,2019-10-22 00:02:01,2019-10-22 00:02:01,235658.265625,,,,,0,USD
25895,1138794,3306,ETH,2018-08-18 00:00:00,286.75,317.5199890137,285.0,318.0,2019-10-22 00:02:01,2019-10-22 00:02:01,342545.875,,,,,0,USD
25896,1138795,3306,ETH,2018-08-19 00:00:00,317.6900024414,294.0400085449,281.7900085449,321.3299865723,2019-10-22 00:02:01,2019-10-22 00:02:01,384006.96875,,,,,0,USD
25897,1138796,3306,ETH,2018-08-20 00:00:00,294.0400085449,299.4200134277,288.200012207,307.3999938965,2019-10-22 00:02:01,2019-10-22 00:02:01,288474.59375,,,,,0,USD
25898,1138797,3306,ETH,2018-08-21 00:00:00,299.299987793,270.5100097656,269.5,304.0400085449,2019-10-22 00:02:01,2019-10-22 00:02:01,219156.125,,,,,0,USD
25899,1138798,3306,ETH,2018-08-22 00:00:00,270.3999938965,281.2099914551,269.700012207,285.8999938965,2019-10-22 00:02:01,2019-10-22 00:02:01,224682.0625,,,,,0,USD
25900,1138799,3306,ETH,2018-08-23 00:00:00,281.0899963379,270.6799926758,259.5,298.8900146484,2019-10-22 00:02:01,2019-10-22 00:02:01,388326.9375,,,,,0,USD
25901,1138800,3306,ETH,2018-08-24 00:00:00,270.6799926758,276.0,267.549987793,280.299987793,2019-10-22 00:02:01,2019-10-22 00:02:01,277299.1875,,,,,0,USD
25902,1138801,3306,ETH,2018-08-25 00:00:00,275.9899902344,280.9800109863,270.2200012207,283.1000061035,2019-10-22 00:02:01,2019-10-22 00:02:01,271844.96875,,,,,0,USD
25903,1138802,3306,ETH,2018-08-26 00:00:00,281.1499938965,277.549987793,275.9899902344,282.7099914551,2019-10-22 00:02:01,2019-10-22 00:02:01,253362.984375,,,,,0,USD
25904,1138803,3306,ETH,2018-08-27 00:00:00,277.5400085449,274.2900085449,268.6900024414,277.9100036621,2019-10-22 00:02:01,2019-10-22 00:02:01,232526.015625,,,,,0,USD
25905,1138804,3306,ETH,2018-08-28 00:00:00,274.1700134277,287.700012207,271.5899963379,288.1499938965,2019-10-22 00:02:01,2019-10-22 00:02:01,281015.03125,,,,,0,USD
25906,1138805,3306,ETH,2018-08-29 00:00:00,287.8800048828,295.450012207,282.6600036621,298.0,2019-10-22 00:02:01,2019-10-22 00:02:01,318337.71875,,,,,0,USD
25907,1138806,3306,ETH,2018-08-30 00:00:00,295.4200134277,288.3999938965,283.549987793,297.0,2019-10-22 00:02:01,2019-10-22 00:02:01,324165.4375,,,,,0,USD
25908,1138807,3306,ETH,2018-08-31 00:00:00,288.3500061035,283.8900146484,271.8800048828,291.0,2019-10-22 00:02:01,2019-10-22 00:02:01,336982.96875,,,,,0,USD
25909,1138808,3306,ETH,2018-09-01 00:00:00,283.8999938965,281.4599914551,276.5899963379,289.0,2019-10-22 00:02:01,2019-10-22 00:02:01,302660.6875,,,,,0,USD
25910,1138809,3306,ETH,2018-09-02 00:00:00,281.5,295.7099914551,281.3399963379,302.0,2019-10-22 00:02:01,2019-10-22 00:02:01,294925.125,,,,,0,USD
25911,1138810,3306,ETH,2018-09-03 00:00:00,295.799987793,295.5100097656,288.8699951172,299.3299865723,2019-10-22 00:02:01,2019-10-22 00:02:01,153300.65625,,,,,0,USD
25912,1138811,3306,ETH,2018-09-04 00:00:00,295.4200134277,289.0599975586,285.9899902344,296.6199951172,2019-10-22 00:02:01,2019-10-22 00:02:01,274779.96875,,,,,0,USD
25913,1138812,3306,ETH,2018-09-05 00:00:00,289.0199890137,285.1799926758,283.0,292.6400146484,2019-10-22 00:02:01,2019-10-22 00:02:01,330052.125,,,,,0,USD
25914,1138813,3306,ETH,2018-09-06 00:00:00,285.1799926758,228.5299987793,227.0,287.6199951172,2019-10-22 00:02:01,2019-10-22 00:02:01,528743.9375,,,,,0,USD
25915,1138814,3306,ETH,2018-09-07 00:00:00,228.5299987793,229.7299957275,212.0,233.1900024414,2019-10-22 00:02:01,2019-10-22 00:02:01,553025.5,,,,,0,USD
25916,1138815,3306,ETH,2018-09-08 00:00:00,229.7299957275,215.0800018311,213.5,234.6900024414,2019-10-22 00:02:01,2019-10-22 00:02:01,398389.78125,,,,,0,USD
25917,1138816,3306,ETH,2018-09-09 00:00:00,215.0800018311,196.7100067139,190.0099945068,220.1999969482,2019-10-22 00:02:01,2019-10-22 00:02:01,318850.4375,,,,,0,USD
25918,1138817,3306,ETH,2018-09-10 00:00:00,196.8699951172,195.8099975586,185.0200042725,208.6000061035,2019-10-22 00:02:01,2019-10-22 00:02:01,429244.09375,,,,,0,USD
25919,1138818,3306,ETH,2018-09-11 00:00:00,196.1300048828,197.1499938965,187.1000061035,203.4199981689,2019-10-22 00:02:01,2019-10-22 00:02:01,418487.53125,,,,,0,USD
25920,1138819,3306,ETH,2018-09-12 00:00:00,197.2200012207,185.1699981689,176.1600036621,200.1999969482,2019-10-22 00:02:01,2019-10-22 00:02:01,476748.875,,,,,0,USD
25921,1138820,3306,ETH,2018-09-13 00:00:00,185.1199951172,183.1199951172,167.3200073242,185.2200012207,2019-10-22 00:02:01,2019-10-22 00:02:01,504050.5,,,,,0,USD
25922,1138821,3306,ETH,2018-09-14 00:00:00,183.1699981689,211.0299987793,183.1499938965,215.0,2019-10-22 00:02:01,2019-10-22 00:02:01,739577.75,,,,,0,USD
25923,1138822,3306,ETH,2018-09-15 00:00:00,211.0299987793,208.4299926758,202.6000061035,224.1999969482,2019-10-22 00:02:01,2019-10-22 00:02:01,833894.375,,,,,0,USD
25924,1138823,3306,ETH,2018-09-16 00:00:00,208.5299987793,221.6100006104,207.6399993896,227.4199981689,2019-10-22 00:02:01,2019-10-22 00:02:01,441074.0,,,,,0,USD
25925,1138824,3306,ETH,2018-09-17 00:00:00,221.6100006104,220.1699981689,208.1000061035,223.5,2019-10-22 00:02:01,2019-10-22 00:02:01,425510.75,,,,,0,USD
25926,1138825,3306,ETH,2018-09-18 00:00:00,220.2400054932,196.1900024414,192.3999938965,225.0,2019-10-22 00:02:01,2019-10-22 00:02:01,825058.4375,,,,,0,USD
25927,1138826,3306,ETH,2018-09-19 00:00:00,196.3000030518,208.4199981689,193.4700012207,215.4700012207,2019-10-22 00:02:01,2019-10-22 00:02:01,584385.4375,,,,,0,USD
25928,1138827,3306,ETH,2018-09-20 00:00:00,208.4100036621,209.7899932861,197.5800018311,214.8399963379,2019-10-22 00:02:01,2019-10-22 00:02:01,496088.09375,,,,,0,USD
25929,1138828,3306,ETH,2018-09-21 00:00:00,209.7899932861,223.9600067139,205.5599975586,226.6799926758,2019-10-22 00:02:01,2019-10-22 00:02:01,573626.9375,,,,,0,USD
25930,1138829,3306,ETH,2018-09-22 00:00:00,224.0099945068,247.6699981689,220.6600036621,252.1100006104,2019-10-22 00:02:01,2019-10-22 00:02:01,841031.9375,,,,,0,USD
25931,1138830,3306,ETH,2018-09-23 00:00:00,247.75,240.9100036621,232.6999969482,255.1300048828,2019-10-22 00:02:01,2019-10-22 00:02:01,423810.78125,,,,,0,USD
25932,1138831,3306,ETH,2018-09-24 00:00:00,241.1199951172,244.5,237.0,249.7299957275,2019-10-22 00:02:01,2019-10-22 00:02:01,235132.4375,,,,,0,USD
25933,1138832,3306,ETH,2018-09-25 00:00:00,244.5399932861,228.0599975586,225.3000030518,246.1999969482,2019-10-22 00:02:01,2019-10-22 00:02:01,350139.6875,,,,,0,USD
25934,1138833,3306,ETH,2018-09-26 00:00:00,228.0599975586,219.5,203.6100006104,228.1000061035,2019-10-22 00:02:01,2019-10-22 00:02:01,710645.8125,,,,,0,USD
25935,1138834,3306,ETH,2018-09-27 00:00:00,219.6000061035,214.4799957275,207.5,223.6000061035,2019-10-22 00:02:01,2019-10-22 00:02:01,613759.25,,,,,0,USD
25936,1138835,3306,ETH,2018-09-28 00:00:00,214.3800048828,229.1300048828,205.0099945068,234.0,2019-10-22 00:02:01,2019-10-22 00:02:01,582283.0625,,,,,0,USD
25937,1138836,3306,ETH,2018-09-29 00:00:00,229.1000061035,221.8399963379,215.5299987793,234.4199981689,2019-10-22 00:02:01,2019-10-22 00:02:01,618446.8125,,,,,0,USD
25938,1138837,3306,ETH,2018-09-30 00:00:00,221.8300018311,231.6300048828,214.1799926758,237.7700042725,2019-10-22 00:02:01,2019-10-22 00:02:01,604032.5625,,,,,0,USD
25939,1138838,3306,ETH,2018-10-01 00:00:00,231.6300048828,232.9400024414,226.5,239.0,2019-10-22 00:02:01,2019-10-22 00:02:01,432176.46875,,,,,0,USD
25940,1138839,3306,ETH,2018-10-02 00:00:00,233.0399932861,231.6100006104,224.4600067139,235.8800048828,2019-10-22 00:02:01,2019-10-22 00:02:01,322901.53125,,,,,0,USD
25941,1138840,3306,ETH,2018-10-03 00:00:00,231.6199951172,225.6999969482,223.3699951172,232.5099945068,2019-10-22 00:02:01,2019-10-22 00:02:01,401302.9375,,,,,0,USD
25942,1138841,3306,ETH,2018-10-04 00:00:00,225.6999969482,220.7700042725,216.5099945068,226.4299926758,2019-10-22 00:02:01,2019-10-22 00:02:01,275605.46875,,,,,0,USD
25943,1138842,3306,ETH,2018-10-05 00:00:00,220.6699981689,222.6600036621,219.4900054932,227.1600036621,2019-10-22 00:02:01,2019-10-22 00:02:01,158137.375,,,,,0,USD
25944,1138843,3306,ETH,2018-10-06 00:00:00,222.6600036621,228.1000061035,219.3500061035,231.75,2019-10-22 00:02:01,2019-10-22 00:02:01,137753.875,,,,,0,USD
25945,1138844,3306,ETH,2018-10-07 00:00:00,228.1799926758,225.3999938965,223.1499938965,228.8600006104,2019-10-22 00:02:01,2019-10-22 00:02:01,100231.4921875,,,,,0,USD
25946,1138845,3306,ETH,2018-10-08 00:00:00,225.3899993896,226.2700042725,221.4799957275,227.75,2019-10-22 00:02:01,2019-10-22 00:02:01,74734.9375,,,,,0,USD
25947,1138846,3306,ETH,2018-10-09 00:00:00,226.2599945068,230.0099945068,224.2100067139,232.6999969482,2019-10-22 00:02:01,2019-10-22 00:02:01,210987.421875,,,,,0,USD
25948,1138847,3306,ETH,2018-10-10 00:00:00,230.0099945068,228.2299957275,226.5599975586,231.0200042725,2019-10-22 00:02:01,2019-10-22 00:02:01,101103.3828125,,,,,0,USD
25949,1138848,3306,ETH,2018-10-11 00:00:00,228.2400054932,226.5599975586,224.0500030518,228.5700073242,2019-10-22 00:02:01,2019-10-22 00:02:01,121903.1875,,,,,0,USD
25950,1138849,3306,ETH,2018-10-12 00:00:00,226.7100067139,191.5800018311,189.0099945068,226.9100036621,2019-10-22 00:02:01,2019-10-22 00:02:01,497263.0,,,,,0,USD
25951,1138850,3306,ETH,2018-10-13 00:00:00,191.4799957275,196.9600067139,190.0399932861,201.8699951172,2019-10-22 00:02:01,2019-10-22 00:02:01,216439.515625,,,,,0,USD
25952,1138851,3306,ETH,2018-10-14 00:00:00,196.9600067139,201.3000030518,196.2700042725,202.7799987793,2019-10-22 00:02:01,2019-10-22 00:02:01,107216.0546875,,,,,0,USD
25953,1138852,3306,ETH,2018-10-15 00:00:00,201.3899993896,196.8399963379,194.3300018311,203.5599975586,2019-10-22 00:02:01,2019-10-22 00:02:01,110554.65625,,,,,0,USD
25954,1138853,3306,ETH,2018-10-16 00:00:00,197.0099945068,214.3899993896,194.6000061035,239.0,2019-10-22 00:02:01,2019-10-22 00:02:01,973842.375,,,,,0,USD
25955,1138854,3306,ETH,2018-10-17 00:00:00,214.3899993896,215.0899963379,211.5500030518,219.9499969482,2019-10-22 00:02:01,2019-10-22 00:02:01,145969.5,,,,,0,USD
25956,1138855,3306,ETH,2018-10-18 00:00:00,215.1999969482,212.8500061035,210.0,216.9900054932,2019-10-22 00:02:01,2019-10-22 00:02:01,153766.359375,,,,,0,USD
25957,1138856,3306,ETH,2018-10-19 00:00:00,212.8999938965,206.2400054932,203.5299987793,215.3000030518,2019-10-22 00:02:01,2019-10-22 00:02:01,150221.171875,,,,,0,USD
25958,1138857,3306,ETH,2018-10-20 00:00:00,206.25,205.0,204.2100067139,208.0,2019-10-22 00:02:01,2019-10-22 00:02:01,254652.78125,,,,,0,USD
25959,1138858,3306,ETH,2018-10-21 00:00:00,205.1000061035,207.8800048828,203.5700073242,209.6900024414,2019-10-22 00:02:01,2019-10-22 00:02:01,62378.3203125,,,,,0,USD
25960,1138859,3306,ETH,2018-10-22 00:00:00,207.8600006104,207.3500061035,206.7400054932,211.9900054932,2019-10-22 00:02:01,2019-10-22 00:02:01,83363.7578125,,,,,0,USD
25961,1138860,3306,ETH,2018-10-23 00:00:00,207.4600067139,206.6699981689,205.0,209.3000030518,2019-10-22 00:02:01,2019-10-22 00:02:01,205957.140625,,,,,0,USD
25962,1138861,3306,ETH,2018-10-24 00:00:00,206.6799926758,205.8500061035,202.1399993896,207.8000030518,2019-10-22 00:02:01,2019-10-22 00:02:01,112638.578125,,,,,0,USD
25963,1138862,3306,ETH,2018-10-25 00:00:00,205.8500061035,205.3500061035,204.7299957275,207.9499969482,2019-10-22 00:02:01,2019-10-22 00:02:01,97127.390625,,,,,0,USD
25964,1138863,3306,ETH,2018-10-26 00:00:00,205.3500061035,203.9299926758,202.8800048828,205.9400024414,2019-10-22 00:02:01,2019-10-22 00:02:01,77409.9296875,,,,,0,USD
25965,1138864,3306,ETH,2018-10-27 00:00:00,203.8399963379,204.9199981689,203.0,209.0,2019-10-22 00:02:01,2019-10-22 00:02:01,91142.703125,,,,,0,USD
25966,1138865,3306,ETH,2018-10-28 00:00:00,204.8800048828,204.4499969482,203.0899963379,206.1499938965,2019-10-22 00:02:01,2019-10-22 00:02:01,50233.57421875,,,,,0,USD
25967,1138866,3306,ETH,2018-10-29 00:00:00,204.4499969482,204.9900054932,203.6199951172,205.9400024414,2019-10-22 00:02:01,2019-10-22 00:02:01,44394.3046875,,,,,0,USD
25968,1138867,3306,ETH,2018-10-30 00:00:00,204.9900054932,196.9600067139,195.2799987793,205.4900054932,2019-10-22 00:02:01,2019-10-22 00:02:01,118281.3515625,,,,,0,USD
25969,1138868,3306,ETH,2018-10-31 00:00:00,196.9499969482,197.2700042725,195.9100036621,198.6000061035,2019-10-22 00:02:01,2019-10-22 00:02:01,83618.6875,,,,,0,USD
25970,1138869,3306,ETH,2018-11-01 00:00:00,197.2400054932,198.6999969482,193.0099945068,201.4499969482,2019-10-22 00:02:01,2019-10-22 00:02:01,114726.390625,,,,,0,USD
25971,1138870,3306,ETH,2018-11-02 00:00:00,198.6900024414,199.9600067139,197.8800048828,200.9499969482,2019-10-22 00:02:01,2019-10-22 00:02:01,86097.984375,,,,,0,USD
25972,1138871,3306,ETH,2018-11-03 00:00:00,199.9299926758,202.3500061035,199.3399963379,203.7400054932,2019-10-22 00:02:01,2019-10-22 00:02:01,97123.2265625,,,,,0,USD
25973,1138872,3306,ETH,2018-11-04 00:00:00,202.3099975586,200.3099975586,198.5899963379,202.6900024414,2019-10-22 00:02:01,2019-10-22 00:02:01,72084.9296875,,,,,0,USD
25974,1138873,3306,ETH,2018-11-05 00:00:00,200.2700042725,212.1100006104,199.0,218.7599945068,2019-10-22 00:02:01,2019-10-22 00:02:01,182534.625,,,,,0,USD
25975,1138874,3306,ETH,2018-11-06 00:00:00,212.1300048828,210.6600036621,207.6199951172,213.3899993896,2019-10-22 00:02:01,2019-10-22 00:02:01,141432.140625,,,,,0,USD
25976,1138875,3306,ETH,2018-11-07 00:00:00,210.6399993896,220.8000030518,209.1100006104,221.25,2019-10-22 00:02:01,2019-10-22 00:02:01,197807.421875,,,,,0,USD
25977,1138876,3306,ETH,2018-11-08 00:00:00,220.9199981689,219.0599975586,217.0099945068,224.8000030518,2019-10-22 00:02:01,2019-10-22 00:02:01,204921.453125,,,,,0,USD
25978,1138877,3306,ETH,2018-11-09 00:00:00,219.0500030518,212.7899932861,212.4900054932,220.7799987793,2019-10-22 00:02:01,2019-10-22 00:02:01,189828.21875,,,,,0,USD
25979,1138878,3306,ETH,2018-11-10 00:00:00,212.7899932861,210.7700042725,209.1000061035,215.5099945068,2019-10-22 00:02:01,2019-10-22 00:02:01,152215.859375,,,,,0,USD
25980,1138879,3306,ETH,2018-11-11 00:00:00,210.7799987793,213.2700042725,209.0200042725,215.5500030518,2019-10-22 00:02:01,2019-10-22 00:02:01,131386.75,,,,,0,USD
25981,1138880,3306,ETH,2018-11-12 00:00:00,213.3000030518,212.6399993896,209.0,213.9900054932,2019-10-22 00:02:01,2019-10-22 00:02:01,136277.421875,,,,,0,USD
25982,1138881,3306,ETH,2018-11-13 00:00:00,212.6399993896,212.8899993896,210.8999938965,214.2200012207,2019-10-22 00:02:02,2019-10-22 00:02:02,99952.28125,,,,,0,USD
25983,1138882,3306,ETH,2018-11-14 00:00:00,212.9100036621,209.8399963379,209.1999969482,213.8000030518,2019-10-22 00:02:02,2019-10-22 00:02:02,114463.0625,,,,,0,USD
25984,1138883,3306,ETH,2018-11-15 00:00:00,209.8399963379,187.5599975586,176.1600036621,210.3000030518,2019-10-22 00:02:02,2019-10-22 00:02:02,444586.40625,,,,,0,USD
25985,1138884,3306,ETH,2018-11-16 00:00:00,187.5500030518,184.3500061035,170.9900054932,190.0,2019-10-22 00:02:02,2019-10-22 00:02:02,452400.625,,,,,0,USD
25986,1138885,3306,ETH,2018-11-17 00:00:00,184.3600006104,176.9299926758,173.0,185.0,2019-10-22 00:02:02,2019-10-22 00:02:02,241709.828125,,,,,0,USD
25987,1138886,3306,ETH,2018-11-18 00:00:00,176.9299926758,176.1999969482,173.9400024414,177.9100036621,2019-10-22 00:02:02,2019-10-22 00:02:02,144804.5625,,,,,0,USD
25988,1138887,3306,ETH,2018-11-19 00:00:00,176.1999969482,179.0399932861,176.1000061035,182.9400024414,2019-10-22 00:02:02,2019-10-22 00:02:02,141736.53125,,,,,0,USD
25989,1138888,3306,ETH,2018-11-20 00:00:00,179.0399932861,150.8099975586,146.4700012207,179.3300018311,2019-10-22 00:02:02,2019-10-22 00:02:02,596789.625,,,,,0,USD
25990,1138889,3306,ETH,2018-11-21 00:00:00,150.7599945068,133.5899963379,126.9499969482,154.6999969482,2019-10-22 00:02:02,2019-10-22 00:02:02,996560.4375,,,,,0,USD
25991,1138890,3306,ETH,2018-11-22 00:00:00,133.6000061035,138.3899993896,127.1500015259,142.0099945068,2019-10-22 00:02:02,2019-10-22 00:02:02,718986.1875,,,,,0,USD
25992,1138891,3306,ETH,2018-11-23 00:00:00,138.3000030518,126.5500030518,125.6399993896,140.3999938965,2019-10-22 00:02:02,2019-10-22 00:02:02,334660.625,,,,,0,USD
25993,1138892,3306,ETH,2018-11-24 00:00:00,126.5599975586,125.0199966431,118.5599975586,128.8999938965,2019-10-22 00:02:02,2019-10-22 00:02:02,504329.15625,,,,,0,USD
25994,1138893,3306,ETH,2018-11-25 00:00:00,125.0,114.8899993896,112.3199996948,130.8099975586,2019-10-22 00:02:02,2019-10-22 00:02:02,471326.65625,,,,,0,USD
25995,1138894,3306,ETH,2018-11-26 00:00:00,114.8899993896,118.6500015259,102.9499969482,122.3499984741,2019-10-22 00:02:02,2019-10-22 00:02:02,836228.1875,,,,,0,USD
