ico_id,date,Grade,Initial Price,Grade Weight,Holding Amount,Holding Volume
3306,2020-04-05,69.99559021,143.6284484863,0.10597067070363711,1059.7067070363712,7.3781114967446815
3375,2020-04-05,69.99559021,6795.2802734375,0.10597067070363711,1059.7067070363712,0.1559474612369891
3312,2020-04-05,67.662399292,13.7333469391,0.10243830808310203,1024.3830808310204,74.59092713332065
3168,2020-04-05,67.1957702637,0.0960106626,0.10173184941977222,1017.3184941977222,10595.890775549362
2974,2020-04-05,66.729133606,0.0114550646,0.10102537920581998,1010.2537920581998,88192.76253214668
3382,2020-04-05,64.395942688,67.1010284424,0.0974930165852849,974.9301658528491,14.529287977899417
3307,2020-04-05,64.395942688,7.0444831848,0.0974930165852849,974.9301658528491,138.39626559922414
3346,2020-04-05,63.9293060303,0.1002015471,0.09678654637133265,967.8654637133264,9659.186826201474
3153,2020-04-05,63.9293060303,0.0043274192,0.09678654637133265,967.8654637133264,223658.81810417777
3211,2020-04-05,62.2895355225,0.3832596838,0.09430399597079636,943.0399597079636,2460.5769914481248
