ico_id,date,Grade,Initial Price,Grade Weight,Holding Amount,Holding Volume
3375,2020-04-05,69.8829879761,6795.2802734375,0.1047488349116631,1047.488349116631,0.1541493958992721
3720,2020-04-05,67.6563339233,2.065718174,0.10141126414462749,1014.1126414462749,490.9249742827091
3377,2020-04-05,67.1770172119,40.6599273682,0.10069280792907455,1006.9280792907455,24.764630545755985
3333,2020-04-05,67.075668335,0.5483731627,0.10054089432202458,1005.4089432202458,1833.4393650301183
3335,2020-04-05,66.923789978,0.1465370804,0.10031324119205982,1003.1324119205982,6845.587541271897
3337,2020-04-05,66.4333953857,0.0003319109,0.09957818014675973,995.7818014675973,3000147.9356887564
3391,2020-04-05,65.7216415405,32.6023864746,0.09851131983944011,985.1131983944011,30.215984316420734
3381,2020-04-05,65.7210159302,53.4915428162,0.09851038210120178,985.1038210120178,18.41606671164619
3382,2020-04-05,65.6725387573,67.1010284424,0.09843771881750214,984.3771881750214,14.67007601858171
3389,2020-04-05,64.8837280273,307.111541748,0.0972553565956467,972.553565956467,3.1667763458870417
